Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Day,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
31R1032,428639,435192,2,Leeds 2016,26/01/2016,Tuesday,1050,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,19,Car
31R1032,428639,435192,2,Leeds 2016,26/01/2016,Tuesday,1050,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Male,19,Car
31R1032,428639,435192,2,Leeds 2016,26/01/2016,Tuesday,1050,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,19,Car
31R1458,422870,432283,2,Leeds 2016,27/01/2016,Wednesday,2015,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,43,Car
31R1533,440744,428684,2,Leeds 2016,27/01/2016,Wednesday,2005,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,40,Car
31R1561,428866,431649,2,Leeds 2016,27/01/2016,Wednesday,2122,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,28,Car
31S0136,430554,431061,2,Leeds 2016,28/01/2016,Thursday,254,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,41,Pedal cycle
31S0469,435929,435500,2,Leeds 2016,28/01/2016,Thursday,1023,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,50,Pedal cycle
31S1052,428041,435078,1,Leeds 2016,08/01/2016,Friday,735,Unclassified,Dry,Darkness street lights present and lit,Unknown,Pedestrian,Slight,Female,14,Car
31S1218,432689,433854,2,Leeds 2016,28/01/2016,Thursday,1730,A,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Driver,Slight,Male,48,Car
31S1218,432689,433854,2,Leeds 2016,28/01/2016,Thursday,1730,A,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Passenger,Slight,Female,36,Car
31S1231,428231,436525,1,Leeds 2016,28/01/2016,Thursday,1740,B,Dry,Darkness street lights present and lit,Unknown,Pedestrian,Serious,Female,30,Car
31S1268,429309,435021,2,Leeds 2016,28/01/2016,Thursday,1610,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,21,Pedal cycle
31S1341,432284,435051,2,Leeds 2016,28/01/2016,Thursday,1839,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Driver,Slight,Female,43,Pedal cycle
31S1591,431863,430421,2,Leeds 2016,22/01/2016,Friday,1310,A,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,60,Car
31S1678,429788,433491,1,Leeds 2016,28/01/2016,Thursday,2219,Unclassified,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,20,Taxi or Private hire car
31T0239,425235,432958,2,Leeds 2016,29/01/2016,Friday,740,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,18,M cycle 50cc and under
31T0267,436483,435032,3,Leeds 2016,29/01/2016,Friday,800,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
31T0287,430535,433451,1,Leeds 2016,29/01/2016,Friday,815,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc
31T0329,427821,436511,2,Leeds 2016,28/01/2016,Thursday,1940,B,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,47,Pedal cycle
31T0338,429810,434420,1,Leeds 2016,29/01/2016,Friday,859,A,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Taxi or Private hire car
31T0435,424679,433610,2,Leeds 2016,29/01/2016,Friday,1007,Unclassified,Wet or Damp,Daylight street lights present,Raining with high winds,Driver,Slight,Female,29,Car
31T0591,431324,431708,2,Leeds 2016,29/01/2016,Friday,1145,A,Wet or Damp,Daylight street lights present,Fine with high winds,Driver,Slight,Female,38,Car
31T0680,428972,435484,1,Leeds 2016,27/01/2016,Wednesday,1529,Unclassified,Dry,Daylight street lights present,Unknown,Pedestrian,Slight,Male,26,Car
31T1056,432945,433980,2,Leeds 2016,29/01/2016,Friday,1540,Unclassified,Dry,Daylight street lights present,Fine with high winds,Driver,Slight,Male,21,Pedal cycle
31T1234,443097,440631,4,Leeds 2016,29/01/2016,Friday,1711,A(M),Wet or Damp,Darkness no street lighting,Fine without high winds,Driver,Slight,Female,25,Car
31T1234,443097,440631,4,Leeds 2016,29/01/2016,Friday,1711,A(M),Wet or Damp,Darkness no street lighting,Fine without high winds,Driver,Slight,Male,41,Car
31T1234,443097,440631,4,Leeds 2016,29/01/2016,Friday,1711,A(M),Wet or Damp,Darkness no street lighting,Fine without high winds,Driver,Slight,Male,23,Car
31T1234,443097,440631,4,Leeds 2016,29/01/2016,Friday,1711,A(M),Wet or Damp,Darkness no street lighting,Fine without high winds,Driver,Slight,Female,24,Car
31T1394,432291,436287,2,Leeds 2016,29/01/2016,Friday,1826,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,24,Pedal cycle
31T1516,428534,437104,1,Leeds 2016,29/01/2016,Friday,1930,Unclassified,Dry,Darkness street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,70,Car
31T1712,422903,434711,2,Leeds 2016,29/01/2016,Friday,2110,B,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,33,Taxi or Private hire car
31U0278,426797,433071,1,Leeds 2016,30/01/2016,Saturday,430,B,Dry,Darkness street lighting unknown,Unknown,Driver,Serious,Male,35,Goods vehicle 3.5 tonnes mgw and under
31U0525,422627,433537,1,Leeds 2016,30/01/2016,Saturday,1040,B,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,81,Car
31U0881,435951,435475,2,Leeds 2016,30/01/2016,Saturday,1245,A,Wet or Damp,Daylight street lights present,Snowing with high winds,Driver,Slight,Male,33,Pedal cycle
31U1291,431825,430454,1,Leeds 2016,30/01/2016,Saturday,1855,Motorway,Wet or Damp,Darkness street lights present and lit,Snowing without high winds,Driver,Slight,Male,48,Car
31V0635,431404,435028,2,Leeds 2016,31/01/2016,Sunday,1155,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,37,Car
31V0635,431404,435028,2,Leeds 2016,31/01/2016,Sunday,1155,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Male,28,Car
31V0635,431404,435028,2,Leeds 2016,31/01/2016,Sunday,1155,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
31V0635,431404,435028,2,Leeds 2016,31/01/2016,Sunday,1155,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
31V0635,431404,435028,2,Leeds 2016,31/01/2016,Sunday,1155,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
31V0671,420275,445365,1,Leeds 2016,31/01/2016,Sunday,1146,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,28,Car
31V0877,425664,439612,2,Leeds 2016,31/01/2016,Sunday,1450,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
31V1126,429948,436664,1,Leeds 2016,31/01/2016,Sunday,1734,A,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,64,Car
31V1251,430036,434078,1,Leeds 2016,31/01/2016,Sunday,1535,Unclassified,Dry,Daylight street lights present,Fine with high winds,Pedestrian,Slight,Male,20,Taxi or Private hire car
3210161,440272,449564,2,Leeds 2016,01/02/2016,Monday,500,Unclassified,Wet or Damp,Darkness street lights present and lit,Fine with high winds,Driver,Slight,Male,34,Car
3210421,429812,438919,2,Leeds 2016,29/01/2016,Friday,1800,A,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Female,23,Car
3210475,431026,433540,1,Leeds 2016,01/02/2016,Monday,1039,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,28,Car
3210607,435675,434795,3,Leeds 2016,01/02/2016,Monday,1205,Unclassified,Dry,Daylight street lights present,Fine with high winds,Driver,Slight,Female,52,Car
3210607,435675,434795,3,Leeds 2016,01/02/2016,Monday,1205,Unclassified,Dry,Daylight street lights present,Fine with high winds,Driver,Slight,Female,66,Car
3210942,431881,435453,1,Leeds 2016,01/02/2016,Monday,1530,Unclassified,Dry,Daylight street lights present,Fine with high winds,Pedestrian,Slight,Female,85,Car
3210980,432858,435382,2,Leeds 2016,01/02/2016,Monday,1545,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Male,6,Car
3210980,432858,435382,2,Leeds 2016,01/02/2016,Monday,1545,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,9,Car
3210980,432858,435382,2,Leeds 2016,01/02/2016,Monday,1545,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,10,Car
3211478,426743,427878,1,Leeds 2016,01/02/2016,Monday,1510,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,26,Goods vehicle 3.5 tonnes mgw and under
3220231,432173,425966,2,Leeds 2016,02/02/2016,Tuesday,810,Motorway,Dry,Daylight street lights present,Fine with high winds,Driver,Slight,Male,31,Car
3220493,430785,424533,2,Leeds 2016,02/02/2016,Tuesday,1126,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,73,Car
3221429,427896,436200,2,Leeds 2016,02/02/2016,Tuesday,1800,A,Wet or Damp,Darkness street lights present and lit,Unknown,Driver,Slight,Male,41,Pedal cycle
3221533,431966,435835,2,Leeds 2016,02/02/2016,Tuesday,2205,Unclassified,Wet or Damp,Darkness street lights present and lit,Other,Driver,Slight,Male,24,Motorcycle over 125cc and up to 500cc
3230659,429466,427604,2,Leeds 2016,03/02/2016,Wednesday,1306,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
3230659,429466,427604,2,Leeds 2016,03/02/2016,Wednesday,1306,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,48,Car
3230661,429373,433781,3,Leeds 2016,03/02/2016,Wednesday,1319,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,47,Car
3230666,439049,426668,1,Leeds 2016,03/02/2016,Wednesday,1321,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,24,Car
3230777,426013,433936,1,Leeds 2016,03/02/2016,Wednesday,1215,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,86,Car
3230848,420428,440372,3,Leeds 2016,03/02/2016,Wednesday,1507,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,80,Car
3230848,420428,440372,3,Leeds 2016,03/02/2016,Wednesday,1507,A,Dry,Daylight street lights present,Unknown,Passenger,Serious,Female,83,Car
3230848,420428,440372,3,Leeds 2016,03/02/2016,Wednesday,1507,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,42,Car
3230884,422305,443629,2,Leeds 2016,03/02/2016,Wednesday,920,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Serious,Male,24,Pedal cycle
3230901,419911,445189,1,Leeds 2016,03/02/2016,Wednesday,1145,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,86,Car
3231158,431027,430577,3,Leeds 2016,03/02/2016,Wednesday,1747,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,41,Car
3231217,432844,434994,2,Leeds 2016,03/02/2016,Wednesday,1513,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,77,Bus or coach (17 or more passenger seats)
3231235,429109,433552,2,Leeds 2016,03/02/2016,Wednesday,1620,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,32,Car
3231343,429464,433392,3,Leeds 2016,02/02/2016,Tuesday,645,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,36,Taxi or Private hire car
3240129,429514,433793,1,Leeds 2016,04/02/2016,Thursday,400,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,20,Taxi or Private hire car
3240129,429514,433793,1,Leeds 2016,04/02/2016,Thursday,400,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Passenger,Slight,Female,19,Taxi or Private hire car
3240312,431583,429064,2,Leeds 2016,03/02/2016,Wednesday,845,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Slight,Female,30,Car
3241275,432823,435217,2,Leeds 2016,04/02/2016,Thursday,1804,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
3241773,429146,433505,3,Leeds 2016,04/02/2016,Thursday,2305,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car
3241773,429146,433505,3,Leeds 2016,04/02/2016,Thursday,2305,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
3250020,429937,433040,1,Leeds 2016,05/02/2016,Friday,5,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,22,Car
3250482,445958,431183,2,Leeds 2016,09/01/2016,Saturday,1855,B,Wet or Damp,Darkness no street lighting,Fine with high winds,Driver,Slight,Male,29,Car
3250482,445958,431183,2,Leeds 2016,09/01/2016,Saturday,1855,B,Wet or Damp,Darkness no street lighting,Fine with high winds,Passenger,Slight,Female,29,Car
3250763,427967,435720,1,Leeds 2016,05/02/2016,Friday,1337,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 50cc and up to 125cc
3250763,427967,435720,1,Leeds 2016,05/02/2016,Friday,1337,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,52,Motorcycle over 50cc and up to 125cc
3250763,427967,435720,1,Leeds 2016,05/02/2016,Friday,1337,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,38,Motorcycle over 50cc and up to 125cc
3250808,427749,436433,2,Leeds 2016,05/02/2016,Friday,1359,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,50,Car
3250909,427283,433766,2,Leeds 2016,05/02/2016,Friday,1445,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,29,Car
3250909,427283,433766,2,Leeds 2016,05/02/2016,Friday,1445,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Car
3251140,429461,436019,2,Leeds 2016,05/02/2016,Friday,1639,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,24,Pedal cycle
3260392,435658,440202,1,Leeds 2016,06/02/2016,Saturday,840,A,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Female,22,Car
3260640,431034,424695,2,Leeds 2016,06/02/2016,Saturday,1214,Motorway,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,70,Car
3260782,436518,434022,2,Leeds 2016,06/02/2016,Saturday,1344,A,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Female,43,Car
3261079,431603,426687,2,Leeds 2016,06/02/2016,Saturday,1645,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Serious,Male,18,Motorcycle over 125cc and up to 500cc
3261181,434792,437967,2,Leeds 2016,06/02/2016,Saturday,1734,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,37,Car
3261396,436229,435593,2,Leeds 2016,31/01/2016,Sunday,1925,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Driver,Serious,Male,25,Pedal cycle
3261553,428307,434106,2,Leeds 2016,06/02/2016,Saturday,1130,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,40,Pedal cycle
3271019,424689,435030,1,Leeds 2016,07/02/2016,Sunday,1512,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,4,Bus or coach (17 or more passenger seats)
3271173,435942,433600,2,Leeds 2016,07/02/2016,Sunday,1800,B,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Driver,Slight,Female,69,Car
3271173,435942,433600,2,Leeds 2016,07/02/2016,Sunday,1800,B,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Driver,Slight,Male,38,Car
3271173,435942,433600,2,Leeds 2016,07/02/2016,Sunday,1800,B,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Passenger,Slight,Male,18,Car
3271173,435942,433600,2,Leeds 2016,07/02/2016,Sunday,1800,B,Wet or Damp,Darkness street lights present and lit,Raining with high winds,Passenger,Slight,Female,2,Car
3271224,433388,435467,2,Leeds 2016,07/02/2016,Sunday,1830,Unclassified,Dry,Darkness street lighting unknown,Unknown,Driver,Slight,Female,72,Car
3271224,433388,435467,2,Leeds 2016,07/02/2016,Sunday,1830,Unclassified,Dry,Darkness street lighting unknown,Unknown,Passenger,Slight,Male,80,Car
